image_url,top1_class,top1_confidence,top2_class,top2_confidence,top3_class,top3_confidence
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033141732/cE33IaFpRSedR7lnM-WUg0_null_bigImg_1766561994.jpg,LAN2,41.98,EPPELTONE2,31.83,GENUS1,4.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022256517/cBOAzIbiR7Kxiw2LarNQNU_null_bigImg_1766561991.jpg,LT4,48.7,CAPITAL,13.71,EPPELTONE2,10.32
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001715202/e9uKiqu0S8W1ZKZ0ibDv3t_null_bigImg_1766561990.jpg,HPL3,40.02,HPL2,22.94,GENUS1,18.54
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037749563/c8Y48_fvTXyzr8-fNLILy5_null_bigImg_1766561988.jpg,LT4,40.92,CAPITAL,26.89,LT1,7.13
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022256517/cBOAzIbiR7Kxiw2LarNQNU_null_bigImg_1766561984.jpg,CAPITAL,30.67,LT4,19.61,AMTL,16.02
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021835675/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561984.jpg,LT1,40.79,LAN1,15.42,BENTEC2,6.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001715202/e9uKiqu0S8W1ZKZ0ibDv3t_null_bigImg_1766561982.jpg,HPL2,38.77,HPL3,34.09,LANDIS2,10.93
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017028616/cuO05RQjQaCq430PWLy_Y1_null_bigImg_1766561982.jpg,VISIONTEK,20.65,BENTEC2,17.8,HPL1,15.04
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004405397/ewXzOl69TQyrx4tDcgLmaD_null_bigImg_1766561974.jpg,EPPELTONE1,35.39,LINKWELL,18.98,BENTEC1,14.21
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080034457483/f2es6xaOSvO8roB_J1baky_null_bigImg_1766561973.jpg,LT4,32.58,LT1,28.12,CAPITAL,11.63
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023182852/cTs8gac2Rt27yLCppJj5VL_null_bigImg_1766561972.jpg,HPL3,44.88,GENUS1,21.0,CAPITAL,12.18
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080009024128/cQHOHoHGSSOhSX98oD1aKe_null_bigImg_1766561970.jpg,LT2,41.9,CAPITAL,30.48,HPL1,20.01
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002419580/fFqTXPJVSrW13_RaGHPL2i_null_bigImg_1766561964.jpg,EPPELTONE1,37.71,LT4,12.6,GENUS5,9.48
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080013153251/cmwTffWXQ9Kb41jlzionOb_null_bigImg_1766561963.jpg,CAPITAL,32.0,LT4,20.43,LT1,8.97
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035462417/erLotu8ZRXqPvsvQFlY8ux_null_bigImg_1766561962.jpg,CAPITAL,26.45,LINKWELL,26.06,VISIONTEK,16.73
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005798485/fy1L57ebSY-RRGsxK3fdZO_null_bigImg_1766561960.jpg,AEW,26.65,EPPELTONE1,11.17,GENUS1,8.77
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080039577749/dH2UxfSvQqSSQ0ZTafwGGY_null_bigImg_1766561956.jpg,CAPITAL,36.04,GENUS1,16.83,EPPELTONE1,12.92
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004547875/dtqiMLFIT3yErXRl9y32Jw_null_bigImg_1766561954.jpg,HPL3,32.71,GENUS5,21.16,CAPITAL,20.54
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035462417/erLotu8ZRXqPvsvQFlY8ux_null_bigImg_1766561954.jpg,CAPITAL,49.86,LINKWELL,20.14,VISIONTEK,16.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080039577749/dH2UxfSvQqSSQ0ZTafwGGY_null_bigImg_1766561949.jpg,LAN1,23.66,EPPELTONE1,18.02,GENUS5,12.98
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015943105/cxINIkHKTBSIRZXKB4QFR2_null_bigImg_1766561946.jpg,LINKWELL,47.87,LT1,14.75,GENUS5,6.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025085541/fYvfQbpcQKOOqgmh40xIyN_null_bigImg_1766561944.jpg,HPL3,19.76,VISIONTEK,11.9,SHENZHAN,11.31
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024447833/eqGXzZgnSAyn21fFNe-kUQ_null_bigImg_1766561942.jpg,LAN1,33.2,LANDIS2,18.4,LT1,12.72
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024449375/dNaIpiATTlavg0JDt2-LYc_null_bigImg_1766561935.jpg,CAPITAL,40.88,LT1,26.93,GENUS4,8.27
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025085541/fYvfQbpcQKOOqgmh40xIyN_null_bigImg_1766561934.jpg,EPPELTONE2,38.76,LAN2,18.78,HPL3,11.11
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080009361306/ffxHMNpSQrOaSJAvZTs48G_null_bigImg_1766561927.jpg,HPL2,40.21,HPL1,22.05,LANDIS2,15.05
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080028584821/faLJ5yfLR42MkXthm6AlOL_null_bigImg_1766561925.jpg,SHENZHAN,26.97,LAN2,19.01,HPL3,18.08
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015943105/cxINIkHKTBSIRZXKB4QFR2_null_bigImg_1766561925.jpg,LINKWELL,12.76,EPPELTONE2,12.25,LANDIS1,10.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080013789450/e1FCjgkvSUGdfuMveAIF38_null_bigImg_1766561925.jpg,GENUS1,34.35,GENUS5,16.3,LINKWELL,13.76
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043467069/d-6tRPISS3O_ywJQ6z6R4G_null_bigImg_1766561924.jpg,CAPITAL,46.85,GENUS5,40.39,LAN1,2.99
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980549/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561923.jpg,FLASH,29.96,GENUS1,20.11,BENTEC2,10.12
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003398478/eb0GKsBUTdaYdskm6CEgnO_null_bigImg_1766561921.jpg,LT4,36.81,AEW,28.97,EPPELTONE1,9.85
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021569993/cl60r_v3RjS7hV2n4cJ-dq_null_bigImg_1766561917.jpg,GENUS1,46.01,MT1,43.88,GENUS5,5.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080028584821/faLJ5yfLR42MkXthm6AlOL_null_bigImg_1766561914.jpg,LANDIS2,35.37,LAN2,12.91,SHENZHAN,9.42
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024447833/eqGXzZgnSAyn21fFNe-kUQ_null_bigImg_1766561914.jpg,GENUS5,18.8,GENUS1,15.1,LT1,12.06
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980549/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561911.jpg,FLASH,29.41,BENTEC2,14.83,LT1,9.87
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033464175/cgVWLQZhTROQ6JnER2MTpj_null_bigImg_1766561910.jpg,GENUS1,25.16,CAPITAL,20.18,GENUS5,19.24
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016465215/cFMQfgQOTXWV1GtN7JUQAw_null_bigImg_1766561907.jpg,LANDIS1,36.63,LANDIS2,34.45,LANDIS3,14.41
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003398478/eb0GKsBUTdaYdskm6CEgnO_null_bigImg_1766561907.jpg,LT4,17.67,LANDIS2,16.89,CAPITAL,14.35
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019884503/ecDnomIHT6qpn_7wS9HFA8_null_bigImg_1766561905.jpg,LAN2,25.29,MT1,12.84,GENUS1,11.03
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021835550/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561905.jpg,LT4,21.32,LAN1,17.22,EPPELTONE2,12.15
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080038704716/f9KM-E1nQ5GMGUnnwoKSwh_null_bigImg_1766561905.jpg,CAPITAL,45.5,LANDIS2,20.19,EPPELTONE2,5.26
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080028434175/fiONksZiS8uAwx73hYeeeT_null_bigImg_1766561902.jpg,HPL2,35.35,SHENZHAN,17.96,ELYMER1,12.99
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007503537/epZkivPDQ32S9WehCaJ71s_null_bigImg_1766561901.jpg,GENUS4,42.21,CAPITAL,14.41,AVON2,6.48
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021835550/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561899.jpg,CAPITAL,30.4,LT4,19.45,GENUS1,14.28
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019884503/ecDnomIHT6qpn_7wS9HFA8_null_bigImg_1766561899.jpg,LAN2,27.13,LANDIS2,22.02,GENUS2,9.26
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040536924/cjf0kDJwQdSEbr-4tJ5l6r_null_bigImg_1766561897.jpg,LAN2,44.19,HPL3,25.94,GENUS1,17.94
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024692339/fPUgNiKwRTSiZh24jqH6pP_null_bigImg_1766561897.jpg,MT2,16.59,LANDIS1,15.86,CAPITAL,13.47
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005798485/fy1L57ebSY-RRGsxK3fdZO_null_bigImg_1766561896.jpg,AEW,31.89,EPPELTONE1,11.54,GENUS1,7.51
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080028406447/f7e_zkNSTJ6wJo9GTSNXRp_null_bigImg_1766561889.jpg,GENUS5,26.78,CAPITAL,18.38,HPL3,17.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024692339/fPUgNiKwRTSiZh24jqH6pP_null_bigImg_1766561887.jpg,EPPELTONE2,24.13,CAPITAL,15.96,GENUS2,13.12
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015405626/eYvGqD1zRhmT8UFN9J0M3F_null_bigImg_1766561886.jpg,LANDIS3,32.21,LANDIS1,30.2,GENUS4,22.19
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040536924/cjf0kDJwQdSEbr-4tJ5l6r_null_bigImg_1766561887.jpg,HPL3,42.54,CAPITAL,22.99,LAN2,11.54
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015921796/f2c5WxgERXS7TU3bZMqH56_null_bigImg_1766561880.jpg,CAPITAL,41.44,LT4,24.7,LT1,13.3
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080009024128/cQHOHoHGSSOhSX98oD1aKe_null_bigImg_1766561878.jpg,SHENZHAN,38.98,EPPELTONE2,16.57,LANDIS1,13.67
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015784681/eDkoGZhqROmv9v9yUfaGYj_null_bigImg_1766561877.jpg,HPL2,27.12,LT1,17.86,GENUS1,15.84
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033402431/dKLm6m0wQDWpsMoL8wshNw_null_bigImg_1766561873.jpg,EPPELTONE1,35.25,CAPITAL,21.72,HPL1,10.91
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003966829/cd1tFWHcSQS2WFsoAe9t-a_null_bigImg_1766561873.jpg,CAPITAL,33.87,GENUS1,13.3,EPPELTONE2,7.36
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023155858/eDOlvU67QAeNxe5alSOEMa_null_bigImg_1766561872.jpg,LT1,18.76,AVON1,16.58,HPL1,16.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024118665/eNVOjfZ1TeWd_hgCi06Emt_null_bigImg_1766561870.jpg,LANDIS2,19.5,GENUS5,18.78,HPL2,13.81
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002371427/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561868.jpg,HPL3,29.08,CAPITAL,18.8,GENUS5,16.74
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080018077810/eesZjQtbSUSa1RiyUuNTim_null_bigImg_1766561856.jpg,LANDIS2,41.83,LANDIS1,27.8,LANDIS3,9.77
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040170989/es421P3KTWSIaOd1Nb_b-n_null_bigImg_1766561856.jpg,CAPITAL,34.82,GENUS1,32.7,GENUS5,16.78
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022323689/dwv6Dpk8TSC7wo7vbKBtnJ_Dc5tDKjZVSYJ2wAKkypncCIYRhB3_bigImg_1766561852.jpg,LANDIS2,29.1,CAPITAL,28.5,EPPELTONE2,8.14
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033402431/dKLm6m0wQDWpsMoL8wshNw_null_bigImg_1766561845.jpg,EPPELTONE1,28.92,HPL1,27.81,CAPITAL,10.8
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003069095/dtqiMLFIT3yErXRl9y32Jw_null_bigImg_1766561838.jpg,HPL3,47.28,LINKWELL,20.88,VISIONTEK,12.64
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980606/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561836.jpg,EPPELTONE2,44.75,AEW,26.03,CAPITAL,10.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040170989/es421P3KTWSIaOd1Nb_b-n_null_bigImg_1766561835.jpg,GENUS1,45.12,GENUS5,27.7,LAN1,10.74
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033103559/cgVWLQZhTROQ6JnER2MTpj_null_bigImg_1766561833.jpg,GENUS5,33.82,CAPITAL,16.51,MT1,15.22
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035954686/forcbPoZTyqkHWr_l95j-9_null_bigImg_1766561831.jpg,CAPITAL,32.89,AVON1,22.42,EPPELTONE1,11.06
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035578071/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561829.jpg,SHENZHAN,40.44,EPPELTONE2,25.08,HPL3,9.74
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001615477/cDAoj3X3Qh-k2BHgxChh8A_null_bigImg_1766561828.jpg,LANDIS2,39.03,EPPELTONE2,31.72,SARAL,11.35
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080036733097/fvZebcJrRyWax8TL_lEh6M_null_bigImg_1766561823.jpg,HPL3,34.72,SHENZHAN,29.64,HPL2,8.96
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014330486/e0bpCBlUToCVp0iAu9N94A_null_bigImg_1766561821.jpg,LINKWELL,28.01,LAN1,23.52,GENUS1,10.62
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035578071/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561820.jpg,EPPELTONE2,30.62,SHENZHAN,22.21,CAPITAL,7.58
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024234173/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561813.jpg,MT1,34.52,LAN2,14.36,BENTEC1,11.74
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080006206033/ce4Nr2dTT2aC6qQKSfNNY9_null_bigImg_1766561814.jpg,CAPITAL,20.75,LAN1,12.42,LAN2,12.06
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025183502/fYDshsbXQSatr3U9-m3EEq_null_bigImg_1766561814.jpg,GENUS2,37.88,GENUS3,27.37,LANDIS2,15.43
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016798490/dosVxSrsR5ioE5qgr1eBgv_null_bigImg_1766561810.jpg,LAN1,24.61,GENUS5,17.49,CAPITAL,16.2
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011045814/dx1mhkw-TIS24I03Rh28Jg_null_bigImg_1766561809.jpg,AVON2,31.47,LANDIS2,23.99,EPPELTONE2,13.1
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024234173/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561808.jpg,LANDIS2,22.56,MT1,19.77,BENTEC1,16.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014330486/e0bpCBlUToCVp0iAu9N94A_null_bigImg_1766561805.jpg,LINKWELL,20.71,VISIONTEK,14.36,GENUS1,14.15
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080036665174/cyfMNau3QHqAE3FT7hB9Ur_null_bigImg_1766561805.jpg,LT1,42.19,LT4,25.17,AMTL,4.68
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080006206033/ce4Nr2dTT2aC6qQKSfNNY9_null_bigImg_1766561804.jpg,CAPITAL,45.92,LAN2,9.67,LAN1,7.49
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019302886/cLsUIb74Q9u7UKnU8H44Oy_null_bigImg_1766561805.jpg,MT1,46.14,GENUS1,19.16,LAN2,14.01
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004066355/f-ZD_lOrSxWgt2UEuunhhs_null_bigImg_1766561803.jpg,AVON1,27.92,LT1,23.62,EPPELTONE2,16.88
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015854849/dWAKgBOqQi2mpBIDOp9Cfo_null_bigImg_1766561801.jpg,HPL3,35.44,GENUS1,29.66,EPPELTONE2,6.84
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025183502/fYDshsbXQSatr3U9-m3EEq_null_bigImg_1766561800.jpg,GENUS2,30.51,LANDIS3,25.96,GENUS3,22.75
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004066355/f-ZD_lOrSxWgt2UEuunhhs_null_bigImg_1766561798.jpg,SHENZHAN,30.54,EPPELTONE2,20.36,VISIONTEK,20.28
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024692784/fPUgNiKwRTSiZh24jqH6pP_null_bigImg_1766561796.jpg,GENUS3,41.71,GENUS2,35.88,LANDIS2,12.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016798490/dosVxSrsR5ioE5qgr1eBgv_null_bigImg_1766561795.jpg,CAPITAL,22.75,LT4,18.22,LAN1,11.51
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014172359/e1FCjgkvSUGdfuMveAIF38_null_bigImg_1766561794.jpg,LT2,24.7,EPPELTONE2,16.1,GENUS3,15.93
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011634955/ex_vUDz9RfyAMoT56l6bUl_null_bigImg_1766561795.jpg,LAN2,48.57,SHENZHAN,28.86,MT1,6.27
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015854849/dWAKgBOqQi2mpBIDOp9Cfo_null_bigImg_1766561791.jpg,GENUS1,32.51,EPPELTONE2,15.47,LANDIS2,13.14
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011468917/ftFHoL_cQjmkhminfaesag_null_bigImg_1766561787.jpg,LT2,37.79,AEW,14.17,AVON2,13.36
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080026820706/drMfyhZgSE-bMpM4zcJxz-_null_bigImg_1766561788.jpg,CAPITAL,44.52,LT4,31.87,AEW,13.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014688602/f2c5WxgERXS7TU3bZMqH56_null_bigImg_1766561787.jpg,GENUS1,46.36,LAN2,23.58,GENUS5,16.3
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015519574/dPc2mXxaS1S5MKfsizG97x_null_bigImg_1766561785.jpg,LANDIS3,36.12,SHENZHAN,20.18,HPL3,12.55
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023790332/c03SYL3nSRqi_YcVhmNU6V_null_bigImg_1766561784.jpg,VISIONTEK,41.01,EPPELTONE2,25.94,AMTL,9.95
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080012261287/clxLBACYREStPNAxS2SVl1_null_bigImg_1766561779.jpg,CAPITAL,30.26,EPPELTONE1,22.22,LT2,21.32
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037750165/dysNs4xrQyS45i4RPv554j_null_bigImg_1766561777.jpg,LT1,49.47,LT4,38.07,LAN1,2.6
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015713151/f3mrPZCyQg6m-tUZ0JpUhq_null_bigImg_1766561778.jpg,LANDIS1,46.28,LANDIS2,44.12,LANDIS3,4.43
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080036690594/fpoEkIHFSRat6gUigilvWb_null_bigImg_1766561776.jpg,LT1,49.69,SHENZHAN,11.59,LINKWELL,10.84
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024692784/fPUgNiKwRTSiZh24jqH6pP_null_bigImg_1766561770.jpg,GENUS2,44.18,GENUS3,40.41,LANDIS2,10.34
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022750733/f2E7RaLxQauuQRp3adV0Xi_null_bigImg_1766561767.jpg,EPPELTONE1,30.83,CAPITAL,16.19,LINKWELL,13.16
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017028368/cuO05RQjQaCq430PWLy_Y1_null_bigImg_1766561764.jpg,HPL3,32.74,EPPELTONE2,30.63,GENUS1,11.99
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023170246/dwiKLQh_T-O-p96IYMIgJq_null_bigImg_1766561763.jpg,LANDIS2,47.65,LAN2,36.41,MT1,10.71
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002035659/e2lwh5PSSEemSR-Bq3pmA-_null_bigImg_1766561761.jpg,LANDIS2,45.75,GENUS2,35.88,LT1,4.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002497842/fnaC-pEYRgSY-I0JtKtbxD_null_bigImg_1766561758.jpg,VISIONTEK,25.29,BENTEC2,13.95,HPL3,12.62
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017907025/e18N4ssWQguvNfHXyM_1-T_null_bigImg_1766561759.jpg,LAN2,45.58,GENUS5,19.52,HPL3,17.27
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022750733/f2E7RaLxQauuQRp3adV0Xi_null_bigImg_1766561757.jpg,EPPELTONE1,44.61,CAPITAL,12.59,FLASH,7.66
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080032266407/dQDFu-7ORKOZRtjuDR6d6S_null_bigImg_1766561758.jpg,HPL3,34.78,GENUS5,29.93,EPPELTONE2,14.74
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005411915/ee7bbnjhRKmEHap14iFizq_null_bigImg_1766561755.jpg,LANDIS2,33.17,HPL2,22.53,MT2,19.39
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043442401/eangp5qoRxqF6OmAKsoWX7_null_bigImg_1766561749.jpg,LINKWELL,42.23,GENUS5,15.07,MT1,15.05
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080036520155/dSR_lyhTQ16CUtXO2_o4PM_null_bigImg_1766561746.jpg,LT4,49.01,LT1,16.37,BENTEC2,7.29
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005406006/cCJNLnWxTyKQ6U2FHuIKsP_null_bigImg_1766561742.jpg,LAN2,49.23,HPL3,32.58,VISIONTEK,8.62
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980903/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561742.jpg,EPPELTONE1,13.23,FLASH,11.4,GENUS1,10.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022142311/eT5q6p_SSwSkA8MVDmLhhR_null_bigImg_1766561740.jpg,LT4,42.48,CAPITAL,25.95,AEW,10.55
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017890619/fxMSE5QXR7OHxRORfAwXsA_null_bigImg_1766561739.jpg,AEW,40.84,LT1,17.77,CAPITAL,12.72
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015323266/dBgbuV5tRZi6BqcRwm04Eq_null_bigImg_1766561737.jpg,CAPITAL,45.78,MT1,12.92,LANDIS2,10.9
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080034587321/fy7G9bCASoGDye3x9jb5jt_null_bigImg_1766561737.jpg,CAPITAL,28.88,LAN2,28.83,AVON1,8.07
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003069251/dtqiMLFIT3yErXRl9y32Jw_null_bigImg_1766561736.jpg,LAN1,32.62,LAN2,27.27,MT1,14.6
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980903/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561732.jpg,GENUS1,35.7,FLASH,17.68,EPPELTONE2,12.71
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002170894/cRlSeJDqQNqLVSRDHPoR6E_null_bigImg_1766561732.jpg,LANDIS2,46.46,EPPELTONE2,40.44,SARAL,2.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080034587321/fy7G9bCASoGDye3x9jb5jt_null_bigImg_1766561730.jpg,LAN2,22.45,GENUS1,18.11,GENUS5,15.91
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002035659/e2lwh5PSSEemSR-Bq3pmA-_null_bigImg_1766561731.jpg,LANDIS2,48.93,GENUS2,16.04,LANDIS3,7.45
